particle,n_frames,D_um2_s,D_err,intercept_um2,fit_npts,size_px_med,size_cv,mass_med
2523,172,0.11095556042051218,0.001391209446728752,0.17483266641284656,30,3.1985940300361357,0.024180582058532775,240.18946875268088
453,169,0.059619964043029966,0.002235100179282778,0.14779134779335207,30,3.189027387479198,0.02062299666892332,267.6739446505489
3041,168,0.11052234097395292,0.0015438174011062353,0.03114678133237049,30,2.933089284590187,0.04051821373518381,916.6337517217521
18,168,0.07985160891114916,0.003063137362264802,0.3337075449047287,30,3.182791150323596,0.019823858407612062,251.12829815335
662,166,0.5156091153666109,0.0068004022763165735,-0.2886562336019442,30,2.2799907714339565,0.09187547284334005,315.1132892068215
3039,161,0.056651969856122704,0.003363094839875465,0.27430488681196075,30,2.7350323004460693,0.08482088578156713,447.5243918538773
2380,161,0.027736109017771286,0.0011560032917687414,0.10568532556076676,30,3.1735583469725177,0.023390172727166793,282.0718360301582
2366,159,0.1443859812686327,0.004265143510206482,0.3062662598458512,30,3.213239462946212,0.025752651005642207,229.18008852997096
183,159,0.21886659707843284,0.0028082534289556368,0.32455203552813827,30,3.083217971913537,0.02473635433172839,251.54012775891167
2278,158,0.0592070073114841,0.0034114234882160047,0.8358678621810252,30,3.0777499022651655,0.09143770877821088,316.6851900309495
2475,157,0.05389719517738657,0.0042186772930749815,0.5616021813372281,30,3.271352369209011,0.019866419372204396,282.9637162922586
1850,155,0.318836302652773,0.009267177426133519,0.3049684869539955,30,3.1774481619663404,0.024633284284733603,250.1330250585383
2886,153,0.09665586728180273,0.003174207058615194,0.4216322092816632,30,3.2172636417170004,0.025981446178137448,223.7355873461482
2255,153,0.062297430919335144,0.0016814752789015971,0.25874846087647657,30,3.11416105385296,0.02358431343404616,270.0337683496522
1808,150,0.11208234694375506,0.002501333903476038,0.24480251470782402,30,3.203485350547798,0.029168640284318217,248.7914489679356
117,150,0.06001223303643061,0.005596021512064427,0.3685530558729414,30,2.6260701602005536,0.05942059887008709,280.0965255955106
