particle,keep,type,note,source,proposed,reason,x_med,y_med,R_px_med,sym_med
6280,0,reject,,auto,reject,short;not-round;elongated,835.4523315429688,790.7884521484375,15.8808989819345,0.318527
4353,0,reject,,auto,reject,two-cores;not-round;elongated,1091.8906860351562,378.8303680419922,15.004492590570964,0.315790205
6361,0,reject,,auto,reject,short;two-cores;not-round;elongated,1438.1929931640625,407.7129821777344,18.392352216726547,0.310879785
4958,0,reject,,auto,reject,not-round;elongated,724.7984924316406,462.4225769042969,20.39991878944584,0.3090381
6037,0,reject,,auto,reject,not-round;elongated;defocus,169.1717758178711,443.986572265625,21.448858782319565,0.3062311
5303,0,reject,,auto,reject,not-round;elongated,711.0839538574219,472.0182800292969,18.503749530739192,0.30587689
5143,0,reject,,auto,reject,short;two-cores;not-round;elongated,1083.7758178710938,370.14306640625,19.943096801831544,0.305711925
5480,0,reject,,auto,reject,short;not-round;elongated,1072.4912719726562,369.9448852539063,17.007808345778244,0.30504275
3066,0,reject,,auto,reject,not-round;elongated,1086.6444091796875,381.6385192871094,15.666970094978002,0.3024069
4430,0,reject,,auto,reject,short;not-round,1603.92431640625,796.1005859375,20.62475480776177,0.29960397
1978,0,reject,,auto,reject,not-round;elongated;defocus,1427.4481811523438,388.8523712158203,16.728182164976545,0.28811021
2922,0,reject,,auto,reject,not-round,1621.7880859375,820.0142822265625,13.904527925232152,0.283712015
6213,0,reject,,auto,reject,not-round;elongated,1441.916259765625,398.4078979492188,19.82091456703447,0.28245404
2900,0,reject,,auto,reject,not-round;defocus,1611.6488647460938,711.100830078125,14.260389589503744,0.28137086
3945,0,reject,,auto,reject,not-round;elongated;defocus;mislink,1154.1073608398438,160.5809555053711,20.185731714632272,0.278629515
4922,0,reject,,auto,reject,short;not-round,1174.164306640625,731.2186889648438,33.69121128558366,0.27628666
5258,0,reject,,auto,reject,not-round;elongated;defocus,1428.920654296875,405.9412841796875,20.348561393178112,0.27345553
5705,0,reject,,auto,reject,not-round;elongated,1433.7265625,402.6150665283203,19.59073862239309,0.27004447
79,0,reject,,auto,reject,not-round,1606.5953979492188,812.1440734863281,17.702816353500264,0.269429955
941,0,reject,,auto,reject,short;not-round;elongated,1606.3011474609375,813.18701171875,17.28869047563433,0.2687889
1519,0,reject,,auto,reject,short;not-round;elongated;defocus,1158.8922119140625,749.8710327148438,18.49463169242276,0.26754478
6790,0,reject,,auto,reject,not-round;elongated,1621.8651733398438,829.7116394042969,19.906015298517996,0.26548061
2294,0,reject,,auto,reject,short;two-cores;not-round;defocus,1179.105712890625,727.2154541015625,20.76588562510074,0.26404867
5533,0,reject,,auto,reject,not-round,1201.2613525390625,739.1075439453125,17.941826989413833,0.26346105
340,0,reject,,auto,reject,two-cores;not-round;elongated,1568.1044921875,809.1084594726562,41.04286716312794,0.26255575
6902,0,reject,,auto,reject,not-round;elongated;defocus,1404.6370849609375,434.6103210449219,18.897290420215445,0.261332
6394,0,reject,,auto,reject,short;not-round;defocus,1072.8834228515625,384.32855224609375,22.815845105429084,0.25457624
3520,0,reject,,auto,reject,short;not-round,1436.1064453125,398.9192810058594,27.12526324924069,0.250000975
4314,0,reject,,auto,reject,not-round;elongated,1171.2529296875,767.0687255859375,17.04310450389886,0.24932243
1952,0,reject,,auto,reject,not-round;elongated;defocus,1588.993408203125,853.2174682617188,19.69089046701803,0.2488011
4949,0,reject,,auto,reject,two-cores;not-round;elongated;defocus,1449.1297607421875,423.8199768066406,19.122964031024598,0.2392274449999999
6129,0,reject,,auto,reject,short;rigid-doublet;two-cores;not-round;elongated,1407.0282592773438,417.107650756836,14.878126521199736,0.221885105
5590,1,single,,auto,single,,1612.92578125,766.1448974609375,12.52435071898664,316.28545
0,1,single,,human,single,,824.6359252929688,790.960205078125,14.3086276826762,311.08994
1,1,single,,human,single,,1063.969970703125,387.6903076171875,19.21487244224251,258.11166
2066,1,single,,auto,single,,10.048614501953123,989.1729736328124,16.064038452944423,149.3774
2,1,single,,human,single,,1181.0994873046875,750.8006591796875,12.323685003502856,128.76442
5,1,single,,human,single,,1405.0357666015625,1166.8858642578125,9.936705997330543,108.79606
6,1,single,,human,single,,346.2554626464844,737.865966796875,10.203639234267406,105.81771
4,1,single,,human,single,,1571.576416015625,939.0133666992188,10.058923994443727,103.771454
9,1,single,,human,single,,1494.0386962890625,292.7129821777344,8.868701621322414,50.36122
18,1,single,,human,single,,1597.1849365234375,825.563720703125,21.25256336834096,44.01361
16,1,single,,human,single,,335.38243103027344,123.72047805786131,9.04965247416992,32.5196035
870,1,single,,auto,single,,344.3139038085937,110.7179832458496,8.999885480814653,29.9446335
3103,1,single,,auto,single,,363.12982177734375,88.10457992553711,8.963430260047474,26.5133995
6974,1,single,,auto,single,,1579.8090209960938,8.331138134002686,8.646420405216789,25.908784
2783,1,single,,auto,single,,1257.7998046875,1206.654296875,14.37247525024943,21.774673
24,1,single,,human,single,,703.4775390625,565.0956420898438,7.446977252726047,18.696748
3554,1,single,,auto,single,,1275.253662109375,1179.1546020507812,8.440832279598943,17.3294445
25,0,reject,,human,single,,1347.9051513671875,206.12237548828125,18.272508873147185,15.258744
3556,1,single,,auto,single,,49.49029159545898,1020.9251708984376,8.453360691988532,14.064382
23,1,single,,human,single,,1094.30712890625,799.5884399414062,7.137083119724902,12.42365
380,1,single,,human,single,,50.08030128479004,1026.3173828125,8.104918683529633,11.960743
5905,1,single,,auto,single,,1251.09619140625,1112.0953369140625,7.403736704218656,11.724644
466,1,single,,auto,single,,1114.3681030273438,781.2829284667969,7.634749200184137,11.456165
4431,1,single,,auto,single,,1287.220703125,1069.321044921875,6.590530060427042,11.419949
4132,1,single,,auto,single,,1036.7193603515625,94.04446411132812,7.987284855175271,4.7135751
3251,1,single,,auto,single,,56.979923248291016,588.5069580078125,21.816691538088502,3.61413195
