particle,n_frames,D_um2_s,D_err,intercept_um2,alpha,fit_npts,r_px_med,r_um,R_cv,resid_med,ring_cv_med,ecc_med,inlier_med,nn_px_med,n_shape,kb_i
3103,740,0.1243019612942224,0.0005163661140454,0.0233611191145275,0.9710206634956045,30,9.119495381948354,1.3114746308779928,0.064535357127005,0.0264983340043705,0.0265053136459827,0.2644533050390649,1.0,205.2387284361377,73,9.173834510575007e-24
3554,674,0.2196650978304965,0.0007651521537733,-0.0122053781025537,1.0045866018805216,30,8.2920109936323,1.192474100994261,0.1423865786345017,0.028087135849926,0.0319102496389652,0.2569342265587955,0.96875,95.98375899258944,66,1.4740867413407474e-23
380,448,0.112835054563456,0.0055695767317409,0.2627042965381537,0.830453872248287,30,8.29014968148427,1.1922064256942528,0.1589214361975344,0.0444860132003405,0.0445190588097059,0.3307853412248215,1.0,59.5145848717457,43,7.570220469701753e-24
870,362,0.1080751559999999,0.0019557299599325,0.0835353064651632,0.9432737183230006,30,9.108778833787769,1.309933484087019,0.0146018501790641,0.0221714306532108,0.0221755186893794,0.2400637870411072,1.0,184.480995660723,35,7.966877527551299e-24
5590,326,0.0612220954746994,0.0008376883644389,0.0334559093618606,0.956389445148804,30,12.558679261626652,1.8060636646145287,0.0434172454639597,0.0068179064215682,0.0081788747815646,0.1208700207670896,0.9583333333333334,51.49484176700195,32,6.222347648723629e-24
5905,267,0.2796295809624785,0.0025964955206424,0.0577586152573972,1.0161827934178562,30,7.888044518635695,1.1343796822249992,0.1615731612530173,0.0333077827013625,0.038161341079846,0.277733933416103,0.9791666666666666,73.05569477323122,27,1.7850672304626118e-23
62,260,0.3631022415164376,0.0036463472654331,0.0961110709242636,0.9429813488678976,30,7.91679743996122,1.138514639840823,0.1795360280644594,0.1250606384334661,0.1789266705171173,0.448361098942588,0.9375,196.00448734727345,26,2.3263795720878747e-23
4431,258,0.4484537207062711,0.0073525725629559,-0.3821446126826354,1.1670529838753705,30,6.8353626902801015,0.9829935084891812,0.1813797862225521,0.0267784420516449,0.0335671000258798,0.2688578656005949,0.9895833333333331,108.76681385579931,26,2.4807403332942963e-23
3251,256,0.5078200410090665,0.0099438951932449,-0.4580893927068427,1.1284785673617406,30,15.215899212876812,2.1881984658038145,0.1693314773280252,0.1081235304426783,0.2640679841074334,0.4025702623468717,0.875,163.4390134779579,25,6.25330442592108e-23
27,218,0.1564422664031108,0.0085210417466657,0.4629429099027736,0.7741599452242541,30,10.92263692201114,1.570784415754422,0.1734329338847485,0.0621249075977012,0.0773015462710715,0.3016907779370626,0.9375,57.550778504199926,22,1.3828774955875607e-23
2066,177,0.0745365968087719,0.0005236015240237,-0.0250639303916966,1.100304329105125,30,16.390731420055044,2.357151085518116,0.0543683311979889,0.1306519918204452,0.2453535674615858,0.433557542675084,0.8478260869565217,51.68167334916617,17,9.887124579544797e-24
3556,163,0.1490531375837377,0.0053328108275007,0.183871580508127,0.9578587002827288,30,8.546504017654417,1.2290727427788817,0.0527412282758753,0.0426752934641759,0.044309305190165,0.3313574617200951,1.0,412.1055716049883,16,1.0309360730149417e-23
16,132,0.0298652666925628,0.000858169273624,0.0929712091984039,0.6081210618595608,30,9.211748681829576,1.3247415779339111,0.0138439839217304,0.0295405692351559,0.0295502401928698,0.2776893195900473,1.0,207.6055801311524,13,2.2264379229200535e-24
453,81,0.189009456015864,0.0051648215853425,0.1590037182514283,0.7824050730661207,30,10.777770380652946,1.5499511584417,0.1291826271927153,0.114872278240257,0.1432607548121102,0.4566095693467395,0.9166666666666666,73.88132776815854,8,1.6485972516194732e-23
23,63,0.3700422978325217,0.0062100844113916,-0.0286915410601684,1.0370487602082443,30,7.729551134491389,1.1115867486512068,0.090785340536899,0.043490335853697,0.0453261347990006,0.3274345363285041,1.0,73.76970422508336,7,2.3147695261029512e-23
2783,63,0.4908249919622509,0.0081824380952379,-0.5198969727350772,1.2435631462306216,30,14.110467981856264,2.029226400470749,0.0611729020243577,0.0718307315974595,0.0798911660215173,0.3580062465492724,0.9583333333333334,155.40634168181677,5,5.604930067981351e-23
6974,62,0.0362690863934566,0.0066520630732763,0.3334576266730487,0.6075356714001872,30,8.879871107092127,1.2770142639109188,0.042775581637367,0.0239923698206743,0.0505307815175133,0.2692290427533463,0.875,309.76342293236456,6,2.606425947669932e-24
